source,source_key,entity_type,release_window,window_start,window_end,entity_id,num_docs,inferred_log_docs,log_doc_rate
JIRA,jira,project,2022-05_to_2022-08,2022-05,2022-08,Crowd Data Center,22,2,0.090909
JIRA,jira,project,2022-05_to_2022-08,2022-05,2022-08,Crucible,4,1,0.250000
JIRA,jira,project,2022-05_to_2022-08,2022-05,2022-08,Daffodil,35,4,0.114286
JIRA,jira,project,2022-05_to_2022-08,2022-05,2022-08,Dashboard,1,0,0.000000
JIRA,jira,project,2022-05_to_2022-08,2022-05,2022-08,Data Foundation Bugs,4,1,0.250000
JIRA,jira,project,2022-05_to_2022-08,2022-05,2022-08,DataFu,4,0,0.000000
JIRA,jira,project,2022-05_to_2022-08,2022-05,2022-08,Database as a Service,275,5,0.018182
JIRA,jira,project,2022-05_to_2022-08,2022-05,2022-08,Debezium,480,168,0.350000
JIRA,jira,project,2022-05_to_2022-08,2022-05,2022-08,Derby (Retired),7,5,0.714286
JIRA,jira,project,2022-05_to_2022-08,2022-05,2022-08,Directory,1,1,1.000000
JIRA,jira,project,2022-05_to_2022-08,2022-05,2022-08,Directory ApacheDS,2,1,0.500000
JIRA,jira,project,2022-05_to_2022-08,2022-05,2022-08,Directory Client API,3,1,0.333333
JIRA,jira,project,2022-05_to_2022-08,2022-05,2022-08,Directory Studio,5,0,0.000000
JIRA,jira,project,2022-05_to_2022-08,2022-05,2022-08,Distributed Tracing,121,4,0.033058
JIRA,jira,project,2022-05_to_2022-08,2022-05,2022-08,Docs for Red Hat Developers,218,5,0.022936
JIRA,jira,project,2022-05_to_2022-08,2022-05,2022-08,Drivers,81,2,0.024691
JIRA,jira,project,2022-05_to_2022-08,2022-05,2022-08,Drools,191,21,0.109948
JIRA,jira,project,2022-05_to_2022-08,2022-05,2022-08,EAP Documentation,64,0,0.000000
JIRA,jira,project,2022-05_to_2022-08,2022-05,2022-08,EJB Client Library (AS7+),13,1,0.076923
JIRA,jira,project,2022-05_to_2022-08,2022-05,2022-08,ENTSBT,1,0,0.000000
JIRA,jira,project,2022-05_to_2022-08,2022-05,2022-08,Elytron Web,14,0,0.000000
JIRA,jira,project,2022-05_to_2022-08,2022-05,2022-08,Empire,6,0,0.000000
JIRA,jira,project,2022-05_to_2022-08,2022-05,2022-08,FOP,24,8,0.333333
JIRA,jira,project,2022-05_to_2022-08,2022-05,2022-08,FORTRESS,2,0,0.000000
JIRA,jira,project,2022-05_to_2022-08,2022-05,2022-08,Fedora,141,61,0.432624
JIRA,jira,project,2022-05_to_2022-08,2022-05,2022-08,Felix,38,6,0.157895
JIRA,jira,project,2022-05_to_2022-08,2022-05,2022-08,Fidelis AI,61,1,0.016393
JIRA,jira,project,2022-05_to_2022-08,2022-05,2022-08,Fineract Cloud Native,2,0,0.000000
JIRA,jira,project,2022-05_to_2022-08,2022-05,2022-08,FishEye,8,1,0.125000
JIRA,jira,project,2022-05_to_2022-08,2022-05,2022-08,Flink,1698,301,0.177267
JIRA,jira,project,2022-05_to_2022-08,2022-05,2022-08,Flume,12,1,0.083333
JIRA,jira,project,2022-05_to_2022-08,2022-05,2022-08,Forge,104,11,0.105769
JIRA,jira,project,2022-05_to_2022-08,2022-05,2022-08,FtpServer,1,0,0.000000
JIRA,jira,project,2022-05_to_2022-08,2022-05,2022-08,Fuse Tooling,18,2,0.111111
JIRA,jira,project,2022-05_to_2022-08,2022-05,2022-08,Fuse/AMQ Documentation,33,0,0.000000
JIRA,jira,project,2022-05_to_2022-08,2022-05,2022-08,GBuild,4,0,0.000000
JIRA,jira,project,2022-05_to_2022-08,2022-05,2022-08,Geode,141,35,0.248227
JIRA,jira,project,2022-05_to_2022-08,2022-05,2022-08,Giraph (Retired),1,0,0.000000
JIRA,jira,project,2022-05_to_2022-08,2022-05,2022-08,Go Driver,126,9,0.071429
JIRA,jira,project,2022-05_to_2022-08,2022-05,2022-08,Griffin (Retired),2,0,0.000000
JIRA,jira,project,2022-05_to_2022-08,2022-05,2022-08,Groovy,123,43,0.349593
JIRA,jira,project,2022-05_to_2022-08,2022-05,2022-08,Guacamole,82,18,0.219512
JIRA,jira,project,2022-05_to_2022-08,2022-05,2022-08,HAL,15,3,0.200000
JIRA,jira,project,2022-05_to_2022-08,2022-05,2022-08,HBase,359,69,0.192201
JIRA,jira,project,2022-05_to_2022-08,2022-05,2022-08,Hadoop Common,214,95,0.443925
JIRA,jira,project,2022-05_to_2022-08,2022-05,2022-08,Hadoop HDFS,182,81,0.445055
JIRA,jira,project,2022-05_to_2022-08,2022-05,2022-08,Hadoop Map/Reduce,32,14,0.437500
JIRA,jira,project,2022-05_to_2022-08,2022-05,2022-08,Hadoop YARN,166,69,0.415663
JIRA,jira,project,2022-05_to_2022-08,2022-05,2022-08,HawtIO,1,1,1.000000
JIRA,jira,project,2022-05_to_2022-08,2022-05,2022-08,Hive,316,57,0.180380
JIRA,jira,project,2022-05_to_2022-08,2022-05,2022-08,Hivemall,1,0,0.000000
JIRA,jira,project,2022-05_to_2022-08,2022-05,2022-08,HttpComponents HttpClient,19,6,0.315789
JIRA,jira,project,2022-05_to_2022-08,2022-05,2022-08,HttpComponents HttpCore,12,4,0.333333
JIRA,jira,project,2022-05_to_2022-08,2022-05,2022-08,Hybrid Cloud Console,896,28,0.031250
JIRA,jira,project,2022-05_to_2022-08,2022-05,2022-08,Hybrid Cloud Console Docs Feedback,19,0,0.000000
JIRA,jira,project,2022-05_to_2022-08,2022-05,2022-08,Hybrid Cloud Infrastructure Documentation,20,0,0.000000
JIRA,jira,project,2022-05_to_2022-08,2022-05,2022-08,IMPALA,272,78,0.286765
JIRA,jira,project,2022-05_to_2022-08,2022-05,2022-08,Identity,16,1,0.062500
JIRA,jira,project,2022-05_to_2022-08,2022-05,2022-08,Ignite,686,92,0.134111
JIRA,jira,project,2022-05_to_2022-08,2022-05,2022-08,Insights Experiences,11,0,0.000000
JIRA,jira,project,2022-05_to_2022-08,2022-05,2022-08,Insights Rule Analysis Tool,6,2,0.333333
JIRA,jira,project,2022-05_to_2022-08,2022-05,2022-08,IronJacamar,6,1,0.166667
JIRA,jira,project,2022-05_to_2022-08,2022-05,2022-08,Ivy,1,0,0.000000
JIRA,jira,project,2022-05_to_2022-08,2022-05,2022-08,IvyDE (Retired),1,0,0.000000
JIRA,jira,project,2022-05_to_2022-08,2022-05,2022-08,JBeret,32,0,0.000000
JIRA,jira,project,2022-05_to_2022-08,2022-05,2022-08,JBoss A,4,0,0.000000
JIRA,jira,project,2022-05_to_2022-08,2022-05,2022-08,JBoss Core Services,11,0,0.000000
JIRA,jira,project,2022-05_to_2022-08,2022-05,2022-08,JBoss Developer Materials,2,0,0.000000
JIRA,jira,project,2022-05_to_2022-08,2022-05,2022-08,JBoss Enterprise Application Platform,201,35,0.174129
JIRA,jira,project,2022-05_to_2022-08,2022-05,2022-08,JBoss Log Manager,1,0,0.000000
JIRA,jira,project,2022-05_to_2022-08,2022-05,2022-08,JBoss Logging,1,1,1.000000
JIRA,jira,project,2022-05_to_2022-08,2022-05,2022-08,JBoss Marshalling,2,0,0.000000
JIRA,jira,project,2022-05_to_2022-08,2022-05,2022-08,JBoss Metadata,7,0,0.000000
JIRA,jira,project,2022-05_to_2022-08,2022-05,2022-08,JBoss Remoting (3+),2,0,0.000000
JIRA,jira,project,2022-05_to_2022-08,2022-05,2022-08,JBoss Server Migration Tool,1,0,0.000000
JIRA,jira,project,2022-05_to_2022-08,2022-05,2022-08,JBoss Transaction Manager,85,21,0.247059
JIRA,jira,project,2022-05_to_2022-08,2022-05,2022-08,JBoss Web Server,43,4,0.093023
JIRA,jira,project,2022-05_to_2022-08,2022-05,2022-08,JBoss Web Services,40,3,0.075000
JIRA,jira,project,2022-05_to_2022-08,2022-05,2022-08,JDO,7,0,0.000000
JIRA,jira,project,2022-05_to_2022-08,2022-05,2022-08,JGroups,21,8,0.380952
JIRA,jira,project,2022-05_to_2022-08,2022-05,2022-08,Jackrabbit Content Repository,45,4,0.088889
JIRA,jira,project,2022-05_to_2022-08,2022-05,2022-08,Jackrabbit FileVault,20,4,0.200000
JIRA,jira,project,2022-05_to_2022-08,2022-05,2022-08,Jackrabbit Oak,160,34,0.212500
JIRA,jira,project,2022-05_to_2022-08,2022-05,2022-08,James Mailbox,1,0,0.000000
JIRA,jira,project,2022-05_to_2022-08,2022-05,2022-08,James Mailet,1,0,0.000000
JIRA,jira,project,2022-05_to_2022-08,2022-05,2022-08,James Mime4j,6,1,0.166667
JIRA,jira,project,2022-05_to_2022-08,2022-05,2022-08,James Server,54,2,0.037037
JIRA,jira,project,2022-05_to_2022-08,2022-05,2022-08,Java Driver,115,16,0.139130
JIRA,jira,project,2022-05_to_2022-08,2022-05,2022-08,Jetspeed 2 (Retired),1,1,1.000000
JIRA,jira,project,2022-05_to_2022-08,2022-05,2022-08,Jira Admin Support,4,0,0.000000
JIRA,jira,project,2022-05_to_2022-08,2022-05,2022-08,Jira Align,232,18,0.077586
JIRA,jira,project,2022-05_to_2022-08,2022-05,2022-08,Jira Cloud,38,1,0.026316
JIRA,jira,project,2022-05_to_2022-08,2022-05,2022-08,Jira Data Center,457,31,0.067834
JIRA,jira,project,2022-05_to_2022-08,2022-05,2022-08,Jira Performance Testing Tools,23,9,0.391304
JIRA,jira,project,2022-05_to_2022-08,2022-05,2022-08,Jira Platform Cloud,854,36,0.042155
JIRA,jira,project,2022-05_to_2022-08,2022-05,2022-08,Jira Service Management Cloud,458,17,0.037118
JIRA,jira,project,2022-05_to_2022-08,2022-05,2022-08,Jira Service Management Data Center,606,9,0.014851
JIRA,jira,project,2022-05_to_2022-08,2022-05,2022-08,Jira Software Data Center,136,6,0.044118
JIRA,jira,project,2022-05_to_2022-08,2022-05,2022-08,Jira Work Management Cloud,73,1,0.013699
JIRA,jira,project,2022-05_to_2022-08,2022-05,2022-08,Johnzon,18,1,0.055556
JIRA,jira,project,2022-05_to_2022-08,2022-05,2022-08,KIE Cloud,14,0,0.000000
JIRA,jira,project,2022-05_to_2022-08,2022-05,2022-08,Kafka,329,54,0.164134
JIRA,jira,project,2022-05_to_2022-08,2022-05,2022-08,Kafka Connector,16,5,0.312500
JIRA,jira,project,2022-05_to_2022-08,2022-05,2022-08,Karaf,102,8,0.078431
JIRA,jira,project,2022-05_to_2022-08,2022-05,2022-08,Knative Serving,36,6,0.166667
JIRA,jira,project,2022-05_to_2022-08,2022-05,2022-08,Kogito,774,27,0.034884
JIRA,jira,project,2022-05_to_2022-08,2022-05,2022-08,Konflux UI,1,0,0.000000
JIRA,jira,project,2022-05_to_2022-08,2022-05,2022-08,Konveyor Tackle,213,29,0.136150
JIRA,jira,project,2022-05_to_2022-08,2022-05,2022-08,Kotlin BSON,9,0,0.000000
JIRA,jira,project,2022-05_to_2022-08,2022-05,2022-08,Kudu,33,5,0.151515
JIRA,jira,project,2022-05_to_2022-08,2022-05,2022-08,Kylin,67,15,0.223881
JIRA,jira,project,2022-05_to_2022-08,2022-05,2022-08,Legal Discuss,7,0,0.000000
JIRA,jira,project,2022-05_to_2022-08,2022-05,2022-08,Libmongocrypt,49,7,0.142857
JIRA,jira,project,2022-05_to_2022-08,2022-05,2022-08,Livy,8,0,0.000000
JIRA,jira,project,2022-05_to_2022-08,2022-05,2022-08,Log4cxx,6,1,0.166667
JIRA,jira,project,2022-05_to_2022-08,2022-05,2022-08,Log4j 2,91,26,0.285714
JIRA,jira,project,2022-05_to_2022-08,2022-05,2022-08,Log4net,2,1,0.500000
JIRA,jira,project,2022-05_to_2022-08,2022-05,2022-08,Lucene ,129,22,0.170543
JIRA,jira,project,2022-05_to_2022-08,2022-05,2022-08,MI QE Achievements Project,65,0,0.000000
JIRA,jira,project,2022-05_to_2022-08,2022-05,2022-08,MINA,4,1,0.250000
JIRA,jira,project,2022-05_to_2022-08,2022-05,2022-08,MINA SSHD,28,10,0.357143
JIRA,jira,project,2022-05_to_2022-08,2022-05,2022-08,Machine Config Operator,98,3,0.030612
JIRA,jira,project,2022-05_to_2022-08,2022-05,2022-08,Maistra,5,0,0.000000
JIRA,jira,project,2022-05_to_2022-08,2022-05,2022-08,Managed Service ,1058,41,0.038752
JIRA,jira,project,2022-05_to_2022-08,2022-05,2022-08,Managed Services ,117,1,0.008547
JIRA,jira,project,2022-05_to_2022-08,2022-05,2022-08,ManifoldCF,18,4,0.222222
JIRA,jira,project,2022-05_to_2022-08,2022-05,2022-08,MariaDB ColumnStore,137,23,0.167883
JIRA,jira,project,2022-05_to_2022-08,2022-05,2022-08,MariaDB Connector/C,22,3,0.136364
JIRA,jira,project,2022-05_to_2022-08,2022-05,2022-08,MariaDB Connector/C++,5,1,0.200000
JIRA,jira,project,2022-05_to_2022-08,2022-05,2022-08,MariaDB Connector/J,34,9,0.264706
JIRA,jira,project,2022-05_to_2022-08,2022-05,2022-08,MariaDB Connector/ODBC,11,0,0.000000
JIRA,jira,project,2022-05_to_2022-08,2022-05,2022-08,MariaDB Connector/Python,21,6,0.285714
JIRA,jira,project,2022-05_to_2022-08,2022-05,2022-08,MariaDB Connector/R2DBC,2,0,0.000000
JIRA,jira,project,2022-05_to_2022-08,2022-05,2022-08,MariaDB Connector/node.js,24,2,0.083333
JIRA,jira,project,2022-05_to_2022-08,2022-05,2022-08,MariaDB Foundation Development,60,6,0.100000
JIRA,jira,project,2022-05_to_2022-08,2022-05,2022-08,MariaDB MaxScale,150,34,0.226667
JIRA,jira,project,2022-05_to_2022-08,2022-05,2022-08,MariaDB Server,969,487,0.502580
JIRA,jira,project,2022-05_to_2022-08,2022-05,2022-08,Maven (Moved to GitHub Issues),61,28,0.459016
JIRA,jira,project,2022-05_to_2022-08,2022-05,2022-08,Maven Antrun Plugin (Moved to GitHub Issues),1,0,0.000000
JIRA,jira,project,2022-05_to_2022-08,2022-05,2022-08,Maven Archetype (Moved to GitHub Issues),5,2,0.400000
JIRA,jira,project,2022-05_to_2022-08,2022-05,2022-08,Maven Artifact Plugin (Moved to GitHub Issues),2,0,0.000000
JIRA,jira,project,2022-05_to_2022-08,2022-05,2022-08,Maven Assembly Plugin (Moved to GitHub Issues),16,4,0.250000
JIRA,jira,project,2022-05_to_2022-08,2022-05,2022-08,Maven Build Cache Extension (Moved to GitHub Issues),7,4,0.571429
JIRA,jira,project,2022-05_to_2022-08,2022-05,2022-08,Maven Checkstyle Plugin (Moved to GitHub Issues),8,1,0.125000
JIRA,jira,project,2022-05_to_2022-08,2022-05,2022-08,Maven Compiler Plugin (Moved to GitHub Issues),9,3,0.333333
JIRA,jira,project,2022-05_to_2022-08,2022-05,2022-08,Maven Dependency Plugin (Moved to GitHub Issues),21,4,0.190476
JIRA,jira,project,2022-05_to_2022-08,2022-05,2022-08,Maven Deploy Plugin (Moved to GitHub Issues),8,0,0.000000
JIRA,jira,project,2022-05_to_2022-08,2022-05,2022-08,Maven Doxia (Moved to GitHub Issues),21,1,0.047619
JIRA,jira,project,2022-05_to_2022-08,2022-05,2022-08,Maven Doxia Sitetools (Moved to GitHub Issues),14,1,0.071429
JIRA,jira,project,2022-05_to_2022-08,2022-05,2022-08,Maven Doxia Tools (Moved to GitHub Issues),1,0,0.000000
JIRA,jira,project,2022-05_to_2022-08,2022-05,2022-08,Maven Enforcer Plugin (Moved to GitHub Issues),14,2,0.142857
JIRA,jira,project,2022-05_to_2022-08,2022-05,2022-08,Maven GPG Plugin (Moved to GitHub Issues),6,3,0.500000
JIRA,jira,project,2022-05_to_2022-08,2022-05,2022-08,Maven Help Plugin (Moved to GitHub Issues),5,0,0.000000
JIRA,jira,project,2022-05_to_2022-08,2022-05,2022-08,Maven Indexer (Moved to GitHub Issues),15,1,0.066667
JIRA,jira,project,2022-05_to_2022-08,2022-05,2022-08,Maven Install Plugin (Moved to GitHub Issues),2,0,0.000000
JIRA,jira,project,2022-05_to_2022-08,2022-05,2022-08,Maven Invoker Plugin (Moved to GitHub Issues),9,0,0.000000
JIRA,jira,project,2022-05_to_2022-08,2022-05,2022-08,Maven JAR Plugin (Moved to GitHub Issues),4,1,0.250000
JIRA,jira,project,2022-05_to_2022-08,2022-05,2022-08,Maven JXR (Moved to GitHub Issues),6,1,0.166667
JIRA,jira,project,2022-05_to_2022-08,2022-05,2022-08,Maven Javadoc Plugin (Moved to GitHub Issues),13,4,0.307692
JIRA,jira,project,2022-05_to_2022-08,2022-05,2022-08,Maven PDF Plugin (RETIRED),2,0,0.000000
JIRA,jira,project,2022-05_to_2022-08,2022-05,2022-08,Maven PMD Plugin (Moved to GitHub Issues),18,1,0.055556
JIRA,jira,project,2022-05_to_2022-08,2022-05,2022-08,Maven POMs (Moved to GitHub issues),24,1,0.041667
JIRA,jira,project,2022-05_to_2022-08,2022-05,2022-08,Maven Plugin Testing  (Moved to GitHub Issues),1,0,0.000000
JIRA,jira,project,2022-05_to_2022-08,2022-05,2022-08,Maven Plugin Tools (Moved to GitHub Issues),24,5,0.208333
JIRA,jira,project,2022-05_to_2022-08,2022-05,2022-08,Maven Project Info Reports Plugin (Moved to GitHub Issues),6,0,0.000000
JIRA,jira,project,2022-05_to_2022-08,2022-05,2022-08,Maven Project Web Site (Moved to GitHub Issues),6,1,0.166667
JIRA,jira,project,2022-05_to_2022-08,2022-05,2022-08,Maven Release Plugin (Moved to GitHub Issues),16,4,0.250000
JIRA,jira,project,2022-05_to_2022-08,2022-05,2022-08,Maven Remote Resources Plugin (Moved to GitHub Issues),3,1,0.333333
JIRA,jira,project,2022-05_to_2022-08,2022-05,2022-08,Maven Resolver (Moved to GitHub Issues),15,4,0.266667
JIRA,jira,project,2022-05_to_2022-08,2022-05,2022-08,Maven Resources Plugin (Moved to GitHub Issues),3,2,0.666667
JIRA,jira,project,2022-05_to_2022-08,2022-05,2022-08,Maven SCM (Moved to GitHub Issues),21,9,0.428571
JIRA,jira,project,2022-05_to_2022-08,2022-05,2022-08,Maven SCM Publish Plugin (Moved to GitHub Issues),1,0,0.000000
JIRA,jira,project,2022-05_to_2022-08,2022-05,2022-08,Maven Scripting (Moved to GitHub Issues),1,0,0.000000
JIRA,jira,project,2022-05_to_2022-08,2022-05,2022-08,Maven Shade Plugin (Moved to GitHub Issues),6,2,0.333333
JIRA,jira,project,2022-05_to_2022-08,2022-05,2022-08,Maven Shared Components,55,3,0.054545
JIRA,jira,project,2022-05_to_2022-08,2022-05,2022-08,Maven Site Plugin (Moved to GitHub Issues),9,0,0.000000
JIRA,jira,project,2022-05_to_2022-08,2022-05,2022-08,Maven Skins (Moved to GitHub Issues),13,1,0.076923
JIRA,jira,project,2022-05_to_2022-08,2022-05,2022-08,Maven Source Plugin (Moved to GitHub Issues),2,0,0.000000
JIRA,jira,project,2022-05_to_2022-08,2022-05,2022-08,Maven Surefire (Moved to GitHub Issues),34,14,0.411765
JIRA,jira,project,2022-05_to_2022-08,2022-05,2022-08,Maven Toolchains Plugin (Moved to GitHub Issues),4,0,0.000000
JIRA,jira,project,2022-05_to_2022-08,2022-05,2022-08,Maven WAR Plugin (Moved to GitHub Issues),1,0,0.000000
JIRA,jira,project,2022-05_to_2022-08,2022-05,2022-08,Maven Wagon (Moved to GitHub Issues),3,1,0.333333
JIRA,jira,project,2022-05_to_2022-08,2022-05,2022-08,Maven Wrapper (Moved to GitHub Issues),14,6,0.428571
JIRA,jira,project,2022-05_to_2022-08,2022-05,2022-08,Meecrowave,2,0,0.000000
JIRA,jira,project,2022-05_to_2022-08,2022-05,2022-08,MicroShift,16,5,0.312500
JIRA,jira,project,2022-05_to_2022-08,2022-05,2022-08,Migration Platform,53,13,0.245283
JIRA,jira,project,2022-05_to_2022-08,2022-05,2022-08,Migration Toolkit for Applications,9,0,0.000000
JIRA,jira,project,2022-05_to_2022-08,2022-05,2022-08,Migration Toolkit for Virtualization,60,5,0.083333
JIRA,jira,project,2022-05_to_2022-08,2022-05,2022-08,Milagro (Retired),1,0,0.000000
JIRA,jira,project,2022-05_to_2022-08,2022-05,2022-08,Mnemonic (Retired),19,2,0.105263
JIRA,jira,project,2022-05_to_2022-08,2022-05,2022-08,ModeShape,1,0,0.000000
JIRA,jira,project,2022-05_to_2022-08,2022-05,2022-08,Modular Service Container,20,0,0.000000
JIRA,jira,project,2022-05_to_2022-08,2022-05,2022-08,MongoDB Database Tools,74,10,0.135135
JIRA,jira,project,2022-05_to_2022-08,2022-05,2022-08,MongoDB Shell,63,12,0.190476
JIRA,jira,project,2022-05_to_2022-08,2022-05,2022-08,Mongoid,134,17,0.126866
JIRA,jira,project,2022-05_to_2022-08,2022-05,2022-08,Motor,67,4,0.059701
JIRA,jira,project,2022-05_to_2022-08,2022-05,2022-08,Multiple Architecture Enablement,112,21,0.187500
JIRA,jira,project,2022-05_to_2022-08,2022-05,2022-08,MyFaces Core,16,6,0.375000
JIRA,jira,project,2022-05_to_2022-08,2022-05,2022-08,MyFaces Tobago,26,0,0.000000
JIRA,jira,project,2022-05_to_2022-08,2022-05,2022-08,NLPCraft (Retired),16,1,0.062500
JIRA,jira,project,2022-05_to_2022-08,2022-05,2022-08,NetBeans,17,3,0.176471
JIRA,jira,project,2022-05_to_2022-08,2022-05,2022-08,Network Edge,113,0,0.000000
JIRA,jira,project,2022-05_to_2022-08,2022-05,2022-08,Network Hardware Enablement,4,0,0.000000
JIRA,jira,project,2022-05_to_2022-08,2022-05,2022-08,Network Observability,232,17,0.073276
JIRA,jira,project,2022-05_to_2022-08,2022-05,2022-08,NiFi Registry ,1,0,0.000000
JIRA,jira,project,2022-05_to_2022-08,2022-05,2022-08,Node.js Driver,361,41,0.113573
JIRA,jira,project,2022-05_to_2022-08,2022-05,2022-08,Nutch,25,7,0.280000
JIRA,jira,project,2022-05_to_2022-08,2022-05,2022-08,OCMUI ,106,3,0.028302
JIRA,jira,project,2022-05_to_2022-08,2022-05,2022-08,OCP Technical Release Team,300,67,0.223333
JIRA,jira,project,2022-05_to_2022-08,2022-05,2022-08,OFBiz,81,16,0.197531
JIRA,jira,project,2022-05_to_2022-08,2022-05,2022-08,OPCT ,34,6,0.176471
JIRA,jira,project,2022-05_to_2022-08,2022-05,2022-08,ORC,101,3,0.029703
JIRA,jira,project,2022-05_to_2022-08,2022-05,2022-08,Observability Documentation,21,0,0.000000
JIRA,jira,project,2022-05_to_2022-08,2022-05,2022-08,Observability UI,1,0,0.000000
JIRA,jira,project,2022-05_to_2022-08,2022-05,2022-08,Observability and Data Analysis Program,22,2,0.090909
JIRA,jira,project,2022-05_to_2022-08,2022-05,2022-08,Olingo,15,2,0.133333
JIRA,jira,project,2022-05_to_2022-08,2022-05,2022-08,On Prem Networking,54,2,0.037037
JIRA,jira,project,2022-05_to_2022-08,2022-05,2022-08,Oozie (Retired),6,4,0.666667
JIRA,jira,project,2022-05_to_2022-08,2022-05,2022-08,Open Relevance Project,1,0,0.000000
JIRA,jira,project,2022-05_to_2022-08,2022-05,2022-08,OpenJDK,102,2,0.019608
JIRA,jira,project,2022-05_to_2022-08,2022-05,2022-08,OpenJPA,2,1,0.500000
JIRA,jira,project,2022-05_to_2022-08,2022-05,2022-08,OpenNLP,16,4,0.250000
JIRA,jira,project,2022-05_to_2022-08,2022-05,2022-08,OpenOffice,5,1,0.200000
JIRA,jira,project,2022-05_to_2022-08,2022-05,2022-08,OpenShift API Server,38,2,0.052632
JIRA,jira,project,2022-05_to_2022-08,2022-05,2022-08,OpenShift API for Data Protection,152,48,0.315789
JIRA,jira,project,2022-05_to_2022-08,2022-05,2022-08,OpenShift App Analytics,12,0,0.000000
JIRA,jira,project,2022-05_to_2022-08,2022-05,2022-08,OpenShift Authentication,77,5,0.064935
JIRA,jira,project,2022-05_to_2022-08,2022-05,2022-08,OpenShift Autoscaling,2,0,0.000000
JIRA,jira,project,2022-05_to_2022-08,2022-05,2022-08,OpenShift Bugs,761,268,0.352168
JIRA,jira,project,2022-05_to_2022-08,2022-05,2022-08,OpenShift BuildConfig,2,1,0.500000
JIRA,jira,project,2022-05_to_2022-08,2022-05,2022-08,OpenShift Builds,11,0,0.000000
JIRA,jira,project,2022-05_to_2022-08,2022-05,2022-08,OpenShift CFE,167,5,0.029940
JIRA,jira,project,2022-05_to_2022-08,2022-05,2022-08,OpenShift Cloud,110,9,0.081818
JIRA,jira,project,2022-05_to_2022-08,2022-05,2022-08,OpenShift Cloud Credential Operator,37,4,0.108108
JIRA,jira,project,2022-05_to_2022-08,2022-05,2022-08,OpenShift Console,127,2,0.015748
JIRA,jira,project,2022-05_to_2022-08,2022-05,2022-08,OpenShift Container Platform (OCP) Strategy,11,0,0.000000
JIRA,jira,project,2022-05_to_2022-08,2022-05,2022-08,OpenShift Core Networking,379,24,0.063325
JIRA,jira,project,2022-05_to_2022-08,2022-05,2022-08,OpenShift Edge,22,0,0.000000
JIRA,jira,project,2022-05_to_2022-08,2022-05,2022-08,OpenShift Etcd,23,0,0.000000
JIRA,jira,project,2022-05_to_2022-08,2022-05,2022-08,OpenShift GitOps,160,18,0.112500
JIRA,jira,project,2022-05_to_2022-08,2022-05,2022-08,OpenShift Hive,138,17,0.123188
JIRA,jira,project,2022-05_to_2022-08,2022-05,2022-08,OpenShift Hosted Control Plane,125,9,0.072000
JIRA,jira,project,2022-05_to_2022-08,2022-05,2022-08,OpenShift Image Registry,34,0,0.000000
JIRA,jira,project,2022-05_to_2022-08,2022-05,2022-08,OpenShift Installer,224,14,0.062500
JIRA,jira,project,2022-05_to_2022-08,2022-05,2022-08,OpenShift Jenkins,7,1,0.142857
JIRA,jira,project,2022-05_to_2022-08,2022-05,2022-08,OpenShift Logging,333,65,0.195195
JIRA,jira,project,2022-05_to_2022-08,2022-05,2022-08,OpenShift Migration Toolkit for Containers,45,0,0.000000
JIRA,jira,project,2022-05_to_2022-08,2022-05,2022-08,OpenShift Monitoring,151,7,0.046358
JIRA,jira,project,2022-05_to_2022-08,2022-05,2022-08,OpenShift Node,191,6,0.031414
JIRA,jira,project,2022-05_to_2022-08,2022-05,2022-08,OpenShift Over the Air,92,3,0.032609
JIRA,jira,project,2022-05_to_2022-08,2022-05,2022-08,OpenShift Pipelines,140,25,0.178571
JIRA,jira,project,2022-05_to_2022-08,2022-05,2022-08,OpenShift Pod Autoscaling,7,0,0.000000
JIRA,jira,project,2022-05_to_2022-08,2022-05,2022-08,OpenShift Request For Enhancement,305,4,0.013115
JIRA,jira,project,2022-05_to_2022-08,2022-05,2022-08,OpenShift Service Mesh,343,19,0.055394
JIRA,jira,project,2022-05_to_2022-08,2022-05,2022-08,OpenShift Specialist Platform Team,113,8,0.070796
JIRA,jira,project,2022-05_to_2022-08,2022-05,2022-08,OpenShift Storage,108,9,0.083333
JIRA,jira,project,2022-05_to_2022-08,2022-05,2022-08,OpenShift Top Level Product Strategy,21,0,0.000000
JIRA,jira,project,2022-05_to_2022-08,2022-05,2022-08,OpenShift UX Product Design,59,0,0.000000
JIRA,jira,project,2022-05_to_2022-08,2022-05,2022-08,OpenShift Virtualization,417,11,0.026379
JIRA,jira,project,2022-05_to_2022-08,2022-05,2022-08,OpenShift Windows Containers,59,6,0.101695
JIRA,jira,project,2022-05_to_2022-08,2022-05,2022-08,OpenShift Workloads,50,0,0.000000
JIRA,jira,project,2022-05_to_2022-08,2022-05,2022-08,OpenStack as Infra,80,0,0.000000
JIRA,jira,project,2022-05_to_2022-08,2022-05,2022-08,OpenWebBeans,11,2,0.181818
JIRA,jira,project,2022-05_to_2022-08,2022-05,2022-08,Openmeetings,20,8,0.400000
JIRA,jira,project,2022-05_to_2022-08,2022-05,2022-08,Openshift sandboxed containers,13,3,0.230769
JIRA,jira,project,2022-05_to_2022-08,2022-05,2022-08,Operator Ecosystem,185,5,0.027027
JIRA,jira,project,2022-05_to_2022-08,2022-05,2022-08,Operator Runtime,174,1,0.005747
