source,source_key,entity_type,release_window,window_start,window_end,entity_id,num_docs,inferred_log_docs,log_doc_rate
JIRA,jira,project,2022-09_to_2022-12,2022-09,2022-12,OpenShift Cloud,158,15,0.094937
JIRA,jira,project,2022-09_to_2022-12,2022-09,2022-12,OpenShift Cloud Credential Operator,27,3,0.111111
JIRA,jira,project,2022-09_to_2022-12,2022-09,2022-12,OpenShift Console,79,1,0.012658
JIRA,jira,project,2022-09_to_2022-12,2022-09,2022-12,OpenShift Container Platform (OCP) Strategy,104,0,0.000000
JIRA,jira,project,2022-09_to_2022-12,2022-09,2022-12,OpenShift Core Networking,197,7,0.035533
JIRA,jira,project,2022-09_to_2022-12,2022-09,2022-12,OpenShift Data Foundation Request For Enhancement,1,0,0.000000
JIRA,jira,project,2022-09_to_2022-12,2022-09,2022-12,OpenShift Edge,17,0,0.000000
JIRA,jira,project,2022-09_to_2022-12,2022-09,2022-12,OpenShift Etcd,29,0,0.000000
JIRA,jira,project,2022-09_to_2022-12,2022-09,2022-12,OpenShift GitOps,109,17,0.155963
JIRA,jira,project,2022-09_to_2022-12,2022-09,2022-12,OpenShift Hive,57,7,0.122807
JIRA,jira,project,2022-09_to_2022-12,2022-09,2022-12,OpenShift Hosted Control Plane,102,18,0.176471
JIRA,jira,project,2022-09_to_2022-12,2022-09,2022-12,OpenShift Image Registry,49,3,0.061224
JIRA,jira,project,2022-09_to_2022-12,2022-09,2022-12,OpenShift Installer,150,6,0.040000
JIRA,jira,project,2022-09_to_2022-12,2022-09,2022-12,OpenShift Jenkins,5,1,0.200000
JIRA,jira,project,2022-09_to_2022-12,2022-09,2022-12,OpenShift Logging,285,91,0.319298
JIRA,jira,project,2022-09_to_2022-12,2022-09,2022-12,OpenShift Migration Toolkit for Containers,10,1,0.100000
JIRA,jira,project,2022-09_to_2022-12,2022-09,2022-12,OpenShift Monitoring,97,7,0.072165
JIRA,jira,project,2022-09_to_2022-12,2022-09,2022-12,OpenShift Node,131,2,0.015267
JIRA,jira,project,2022-09_to_2022-12,2022-09,2022-12,OpenShift Over the Air,68,3,0.044118
JIRA,jira,project,2022-09_to_2022-12,2022-09,2022-12,OpenShift Pipelines,200,32,0.160000
JIRA,jira,project,2022-09_to_2022-12,2022-09,2022-12,OpenShift Pod Autoscaling,4,0,0.000000
JIRA,jira,project,2022-09_to_2022-12,2022-09,2022-12,OpenShift Request For Enhancement,272,2,0.007353
JIRA,jira,project,2022-09_to_2022-12,2022-09,2022-12,OpenShift Service Mesh,323,42,0.130031
JIRA,jira,project,2022-09_to_2022-12,2022-09,2022-12,OpenShift Specialist Platform Team,98,6,0.061224
JIRA,jira,project,2022-09_to_2022-12,2022-09,2022-12,OpenShift Storage,113,4,0.035398
JIRA,jira,project,2022-09_to_2022-12,2022-09,2022-12,OpenShift Top Level Product Strategy,27,1,0.037037
JIRA,jira,project,2022-09_to_2022-12,2022-09,2022-12,OpenShift UX Product Design,50,0,0.000000
JIRA,jira,project,2022-09_to_2022-12,2022-09,2022-12,OpenShift Virtualization,1378,76,0.055152
JIRA,jira,project,2022-09_to_2022-12,2022-09,2022-12,OpenShift Windows Containers,69,4,0.057971
JIRA,jira,project,2022-09_to_2022-12,2022-09,2022-12,OpenShift Workloads,54,5,0.092593
JIRA,jira,project,2022-09_to_2022-12,2022-09,2022-12,OpenStack as Infra,61,1,0.016393
JIRA,jira,project,2022-09_to_2022-12,2022-09,2022-12,OpenWebBeans,3,0,0.000000
JIRA,jira,project,2022-09_to_2022-12,2022-09,2022-12,Openmeetings,7,0,0.000000
JIRA,jira,project,2022-09_to_2022-12,2022-09,2022-12,Openshift sandboxed containers,20,4,0.200000
JIRA,jira,project,2022-09_to_2022-12,2022-09,2022-12,Operator Ecosystem,143,11,0.076923
JIRA,jira,project,2022-09_to_2022-12,2022-09,2022-12,Operator Runtime,89,2,0.022472
JIRA,jira,project,2022-09_to_2022-12,2022-09,2022-12,Opsgenie,335,14,0.041791
JIRA,jira,project,2022-09_to_2022-12,2022-09,2022-12,OptaPlanner,89,1,0.011236
JIRA,jira,project,2022-09_to_2022-12,2022-09,2022-12,Origin Community Distribution of Kubernetes,41,2,0.048780
JIRA,jira,project,2022-09_to_2022-12,2022-09,2022-12,PDFBox,58,24,0.413793
JIRA,jira,project,2022-09_to_2022-12,2022-09,2022-12,PHP Driver: Extension,43,2,0.046512
JIRA,jira,project,2022-09_to_2022-12,2022-09,2022-12,PHP Driver: Library,97,6,0.061856
JIRA,jira,project,2022-09_to_2022-12,2022-09,2022-12,PHP ORMs,6,0,0.000000
JIRA,jira,project,2022-09_to_2022-12,2022-09,2022-12,Parquet,38,11,0.289474
JIRA,jira,project,2022-09_to_2022-12,2022-09,2022-12,Performance and Scale for AI Platforms,66,0,0.000000
JIRA,jira,project,2022-09_to_2022-12,2022-09,2022-12,Phoenix,69,16,0.231884
JIRA,jira,project,2022-09_to_2022-12,2022-09,2022-12,Phoenix Omid,2,0,0.000000
JIRA,jira,project,2022-09_to_2022-12,2022-09,2022-12,Pig,3,0,0.000000
JIRA,jira,project,2022-09_to_2022-12,2022-09,2022-12,Podling Suitable Names Search,5,0,0.000000
JIRA,jira,project,2022-09_to_2022-12,2022-09,2022-12,Product Technical Learning,669,16,0.023916
JIRA,jira,project,2022-09_to_2022-12,2022-09,2022-12,Proforma Server & Data Centre,12,0,0.000000
JIRA,jira,project,2022-09_to_2022-12,2022-09,2022-12,Project Quay,316,72,0.227848
JIRA,jira,project,2022-09_to_2022-12,2022-09,2022-12,PyLucene,1,1,1.000000
JIRA,jira,project,2022-09_to_2022-12,2022-09,2022-12,Python Driver,116,29,0.250000
JIRA,jira,project,2022-09_to_2022-12,2022-09,2022-12,Python Integrations,17,2,0.117647
JIRA,jira,project,2022-09_to_2022-12,2022-09,2022-12,"Qbs (""Cubes"")",6,2,0.333333
JIRA,jira,project,2022-09_to_2022-12,2022-09,2022-12,Qpid,18,3,0.166667
JIRA,jira,project,2022-09_to_2022-12,2022-09,2022-12,Qpid Dispatch,1,1,1.000000
JIRA,jira,project,2022-09_to_2022-12,2022-09,2022-12,Qpid JMS,3,1,0.333333
JIRA,jira,project,2022-09_to_2022-12,2022-09,2022-12,Qpid Proton,65,5,0.076923
JIRA,jira,project,2022-09_to_2022-12,2022-09,2022-12,Qt,3370,755,0.224036
JIRA,jira,project,2022-09_to_2022-12,2022-09,2022-12,Qt 3D Studio,2,0,0.000000
JIRA,jira,project,2022-09_to_2022-12,2022-09,2022-12,Qt Creator,487,85,0.174538
JIRA,jira,project,2022-09_to_2022-12,2022-09,2022-12,Qt Design Studio,947,36,0.038015
JIRA,jira,project,2022-09_to_2022-12,2022-09,2022-12,Qt Installer Framework,163,8,0.049080
JIRA,jira,project,2022-09_to_2022-12,2022-09,2022-12,Qt Project Website,6,0,0.000000
JIRA,jira,project,2022-09_to_2022-12,2022-09,2022-12,Qt Quality Assurance Infrastructure,178,14,0.078652
JIRA,jira,project,2022-09_to_2022-12,2022-09,2022-12,Qt Tools for Android,1,0,0.000000
JIRA,jira,project,2022-09_to_2022-12,2022-09,2022-12,Qt Visual Studio Tools,42,9,0.214286
JIRA,jira,project,2022-09_to_2022-12,2022-09,2022-12,Qt WebBrowser,1,0,0.000000
JIRA,jira,project,2022-09_to_2022-12,2022-09,2022-12,Qt for Python,108,37,0.342593
JIRA,jira,project,2022-09_to_2022-12,2022-09,2022-12,Quarkus,204,18,0.088235
JIRA,jira,project,2022-09_to_2022-12,2022-09,2022-12,Quarkus Documentation,26,0,0.000000
JIRA,jira,project,2022-09_to_2022-12,2022-09,2022-12,Quick Reload,1,0,0.000000
JIRA,jira,project,2022-09_to_2022-12,2022-09,2022-12,RDO Project,27,0,0.000000
JIRA,jira,project,2022-09_to_2022-12,2022-09,2022-12,RESTEasy,60,7,0.116667
JIRA,jira,project,2022-09_to_2022-12,2022-09,2022-12,RH,59,8,0.135593
JIRA,jira,project,2022-09_to_2022-12,2022-09,2022-12,RHEL,21,7,0.333333
JIRA,jira,project,2022-09_to_2022-12,2022-09,2022-12,RHEL Conversions,45,14,0.311111
JIRA,jira,project,2022-09_to_2022-12,2022-09,2022-12,RHEL Documentation,1,0,0.000000
JIRA,jira,project,2022-09_to_2022-12,2022-09,2022-12,RHEL Testing,3,3,1.000000
JIRA,jira,project,2022-09_to_2022-12,2022-09,2022-12,RHOS Request for Features,1,0,0.000000
JIRA,jira,project,2022-09_to_2022-12,2022-09,2022-12,Rampart,1,0,0.000000
JIRA,jira,project,2022-09_to_2022-12,2022-09,2022-12,Ranger,136,19,0.139706
JIRA,jira,project,2022-09_to_2022-12,2022-09,2022-12,Ratis,67,8,0.119403
JIRA,jira,project,2022-09_to_2022-12,2022-09,2022-12,Reactive JVM Platform,9,1,0.111111
JIRA,jira,project,2022-09_to_2022-12,2022-09,2022-12,Red Hat 3scale API Management,166,12,0.072289
JIRA,jira,project,2022-09_to_2022-12,2022-09,2022-12,Red Hat Advanced Cluster Management,637,82,0.128728
JIRA,jira,project,2022-09_to_2022-12,2022-09,2022-12,Red Hat Build of Apache Camel for Quarkus,127,0,0.000000
JIRA,jira,project,2022-09_to_2022-12,2022-09,2022-12,Red Hat Data Grid,35,3,0.085714
JIRA,jira,project,2022-09_to_2022-12,2022-09,2022-12,Red Hat Decision Manager,2,0,0.000000
JIRA,jira,project,2022-09_to_2022-12,2022-09,2022-12,Red Hat Directory Server,2,1,0.500000
JIRA,jira,project,2022-09_to_2022-12,2022-09,2022-12,Red Hat Fuse,606,42,0.069307
JIRA,jira,project,2022-09_to_2022-12,2022-09,2022-12,Red Hat Insights Engineering,13,0,0.000000
JIRA,jira,project,2022-09_to_2022-12,2022-09,2022-12,Red Hat Offline Knowledge Portal,2,0,0.000000
JIRA,jira,project,2022-09_to_2022-12,2022-09,2022-12,Red Hat OpenBridge,245,45,0.183673
JIRA,jira,project,2022-09_to_2022-12,2022-09,2022-12,Red Hat OpenShift Data Science,708,17,0.024011
JIRA,jira,project,2022-09_to_2022-12,2022-09,2022-12,Red Hat OpenShift Dev Spaces (formerly CodeReady Workspaces),252,79,0.313492
JIRA,jira,project,2022-09_to_2022-12,2022-09,2022-12,Red Hat OpenStack Services on OpenShift,259,13,0.050193
JIRA,jira,project,2022-09_to_2022-12,2022-09,2022-12,Red Hat Process Automation Manager,67,14,0.208955
JIRA,jira,project,2022-09_to_2022-12,2022-09,2022-12,Red Hat Service Interconnect (Skupper),5,0,0.000000
JIRA,jira,project,2022-09_to_2022-12,2022-09,2022-12,Red Hat Workload Availability,3,0,0.000000
JIRA,jira,project,2022-09_to_2022-12,2022-09,2022-12,Red Hat build of Apache Camel for Spring Boot,162,4,0.024691
JIRA,jira,project,2022-09_to_2022-12,2022-09,2022-12,Red Hat build of Keycloak,2,0,0.000000
JIRA,jira,project,2022-09_to_2022-12,2022-09,2022-12,Red Hat build of OptaPlanner,25,3,0.120000
JIRA,jira,project,2022-09_to_2022-12,2022-09,2022-12,Ruby Driver,77,4,0.051948
JIRA,jira,project,2022-09_to_2022-12,2022-09,2022-12,Rust Driver,93,3,0.032258
JIRA,jira,project,2022-09_to_2022-12,2022-09,2022-12,S2U UNIDIGITAL 2023,48,11,0.229167
JIRA,jira,project,2022-09_to_2022-12,2022-09,2022-12,SAML for Atlassian Data Center,5,0,0.000000
JIRA,jira,project,2022-09_to_2022-12,2022-09,2022-12,Sakai,474,84,0.177215
JIRA,jira,project,2022-09_to_2022-12,2022-09,2022-12,Samza,12,0,0.000000
JIRA,jira,project,2022-09_to_2022-12,2022-09,2022-12,Santuario,3,1,0.333333
JIRA,jira,project,2022-09_to_2022-12,2022-09,2022-12,Satellite,366,37,0.101093
JIRA,jira,project,2022-09_to_2022-12,2022-09,2022-12,Security Data,13,0,0.000000
JIRA,jira,project,2022-09_to_2022-12,2022-09,2022-12,Server Deployments and Scale,5,2,0.400000
JIRA,jira,project,2022-09_to_2022-12,2022-09,2022-12,Server Platform Frontend,25,1,0.040000
JIRA,jira,project,2022-09_to_2022-12,2022-09,2022-12,Serverless logic,25,4,0.160000
JIRA,jira,project,2022-09_to_2022-12,2022-09,2022-12,ServiceMix,144,2,0.013889
JIRA,jira,project,2022-09_to_2022-12,2022-09,2022-12,ServiceMix Components,13,0,0.000000
JIRA,jira,project,2022-09_to_2022-12,2022-09,2022-12,Shared Access Layer,1,0,0.000000
JIRA,jira,project,2022-09_to_2022-12,2022-09,2022-12,Shiro,14,4,0.285714
JIRA,jira,project,2022-09_to_2022-12,2022-09,2022-12,Sidecar for Apache Cassandra,7,0,0.000000
JIRA,jira,project,2022-09_to_2022-12,2022-09,2022-12,Singa,6,0,0.000000
JIRA,jira,project,2022-09_to_2022-12,2022-09,2022-12,Sling,180,21,0.116667
JIRA,jira,project,2022-09_to_2022-12,2022-09,2022-12,Solr,235,42,0.178723
JIRA,jira,project,2022-09_to_2022-12,2022-09,2022-12,Sourcetree For Mac,37,5,0.135135
JIRA,jira,project,2022-09_to_2022-12,2022-09,2022-12,Sourcetree for Windows,69,24,0.347826
JIRA,jira,project,2022-09_to_2022-12,2022-09,2022-12,Spark,1502,171,0.113848
JIRA,jira,project,2022-09_to_2022-12,2022-09,2022-12,Spark Connector,20,7,0.350000
JIRA,jira,project,2022-09_to_2022-12,2022-09,2022-12,Spatial Information Systems,8,0,0.000000
JIRA,jira,project,2022-09_to_2022-12,2022-09,2022-12,Statuspage,5,0,0.000000
JIRA,jira,project,2022-09_to_2022-12,2022-09,2022-12,StreamPipes,70,0,0.000000
JIRA,jira,project,2022-09_to_2022-12,2022-09,2022-12,Struts 2,57,7,0.122807
JIRA,jira,project,2022-09_to_2022-12,2022-09,2022-12,Subscription Watch,78,2,0.025641
JIRA,jira,project,2022-09_to_2022-12,2022-09,2022-12,Subversion,2,0,0.000000
JIRA,jira,project,2022-09_to_2022-12,2022-09,2022-12,Superset,1,0,0.000000
JIRA,jira,project,2022-09_to_2022-12,2022-09,2022-12,Syncope,23,4,0.173913
JIRA,jira,project,2022-09_to_2022-12,2022-09,2022-12,SystemDS,49,4,0.081633
JIRA,jira,project,2022-09_to_2022-12,2022-09,2022-12,TEST Defect Tracking Project,36,0,0.000000
JIRA,jira,project,2022-09_to_2022-12,2022-09,2022-12,TOREE,2,1,0.500000
JIRA,jira,project,2022-09_to_2022-12,2022-09,2022-12,Tapestry 5,7,6,0.857143
JIRA,jira,project,2022-09_to_2022-12,2022-09,2022-12,Teiid,2,0,0.000000
JIRA,jira,project,2022-09_to_2022-12,2022-09,2022-12,Test Project,1,0,0.000000
JIRA,jira,project,2022-09_to_2022-12,2022-09,2022-12,Thrift,58,7,0.120690
JIRA,jira,project,2022-09_to_2022-12,2022-09,2022-12,Tika,105,10,0.095238
JIRA,jira,project,2022-09_to_2022-12,2022-09,2022-12,TinkerPop,62,14,0.225806
JIRA,jira,project,2022-09_to_2022-12,2022-09,2022-12,TomEE,104,7,0.067308
JIRA,jira,project,2022-09_to_2022-12,2022-09,2022-12,Tools (JBoss Tools),156,28,0.179487
JIRA,jira,project,2022-09_to_2022-12,2022-09,2022-12,UIMA,2,1,0.500000
JIRA,jira,project,2022-09_to_2022-12,2022-09,2022-12,Undertow,63,7,0.111111
JIRA,jira,project,2022-09_to_2022-12,2022-09,2022-12,VS Code Extension,13,0,0.000000
JIRA,jira,project,2022-09_to_2022-12,2022-09,2022-12,Velocity,1,0,0.000000
JIRA,jira,project,2022-09_to_2022-12,2022-09,2022-12,Velocity Tools,3,0,0.000000
JIRA,jira,project,2022-09_to_2022-12,2022-09,2022-12,Virtualization Strategy,10,0,0.000000
JIRA,jira,project,2022-09_to_2022-12,2022-09,2022-12,Visual Design,28,0,0.000000
JIRA,jira,project,2022-09_to_2022-12,2022-09,2022-12,Visual Studio,10,0,0.000000
JIRA,jira,project,2022-09_to_2022-12,2022-09,2022-12,WINDUP ,86,6,0.069767
JIRA,jira,project,2022-09_to_2022-12,2022-09,2022-12,WINDUPRULE ,51,3,0.058824
JIRA,jira,project,2022-09_to_2022-12,2022-09,2022-12,WSS4J,1,0,0.000000
JIRA,jira,project,2022-09_to_2022-12,2022-09,2022-12,Web Terminal for OpenShift,5,1,0.200000
JIRA,jira,project,2022-09_to_2022-12,2022-09,2022-12,Weld,8,2,0.250000
JIRA,jira,project,2022-09_to_2022-12,2022-09,2022-12,Whimsy,4,0,0.000000
JIRA,jira,project,2022-09_to_2022-12,2022-09,2022-12,Who's Looking for OnDemand,1,0,0.000000
JIRA,jira,project,2022-09_to_2022-12,2022-09,2022-12,Wicket,24,2,0.083333
JIRA,jira,project,2022-09_to_2022-12,2022-09,2022-12,WildFly,476,45,0.094538
JIRA,jira,project,2022-09_to_2022-12,2022-09,2022-12,WildFly Arquillian,14,1,0.071429
JIRA,jira,project,2022-09_to_2022-12,2022-09,2022-12,WildFly Core,134,8,0.059701
JIRA,jira,project,2022-09_to_2022-12,2022-09,2022-12,WildFly Discovery,1,0,0.000000
JIRA,jira,project,2022-09_to_2022-12,2022-09,2022-12,WildFly EJB HTTP Client,22,1,0.045455
JIRA,jira,project,2022-09_to_2022-12,2022-09,2022-12,WildFly Elytron,86,2,0.023256
JIRA,jira,project,2022-09_to_2022-12,2022-09,2022-12,WildFly Elytron EE,4,0,0.000000
JIRA,jira,project,2022-09_to_2022-12,2022-09,2022-12,WildFly Elytron MicroProfile,3,0,0.000000
JIRA,jira,project,2022-09_to_2022-12,2022-09,2022-12,WildFly Maven Plugin,5,1,0.200000
JIRA,jira,project,2022-09_to_2022-12,2022-09,2022-12,WildFly Naming Client,11,1,0.090909
JIRA,jira,project,2022-09_to_2022-12,2022-09,2022-12,WildFly OpenSSL,6,0,0.000000
JIRA,jira,project,2022-09_to_2022-12,2022-09,2022-12,WildFly OpenSSL Natives,7,0,0.000000
JIRA,jira,project,2022-09_to_2022-12,2022-09,2022-12,WildFly Transaction Client,19,0,0.000000
JIRA,jira,project,2022-09_to_2022-12,2022-09,2022-12,WildFly WIP,9,5,0.555556
JIRA,jira,project,2022-09_to_2022-12,2022-09,2022-12,WiredTiger,619,173,0.279483
JIRA,jira,project,2022-09_to_2022-12,2022-09,2022-12,XBean,3,0,0.000000
JIRA,jira,project,2022-09_to_2022-12,2022-09,2022-12,XMLBeans,4,1,0.250000
JIRA,jira,project,2022-09_to_2022-12,2022-09,2022-12,XMLGraphicsCommons,3,1,0.333333
JIRA,jira,project,2022-09_to_2022-12,2022-09,2022-12,XNIO,5,0,0.000000
JIRA,jira,project,2022-09_to_2022-12,2022-09,2022-12,XalanC,1,0,0.000000
JIRA,jira,project,2022-09_to_2022-12,2022-09,2022-12,Xerces,4,0,0.000000
JIRA,jira,project,2022-09_to_2022-12,2022-09,2022-12,Xerces2,2,1,0.500000
JIRA,jira,project,2022-09_to_2022-12,2022-09,2022-12,XmlSchema,2,0,0.000000
JIRA,jira,project,2022-09_to_2022-12,2022-09,2022-12,Yetus,18,1,0.055556
JIRA,jira,project,2022-09_to_2022-12,2022-09,2022-12,Zeppelin,63,13,0.206349
JIRA,jira,project,2022-09_to_2022-12,2022-09,2022-12,ZooKeeper,47,9,0.191489
JIRA,jira,project,2022-09_to_2022-12,2022-09,2022-12,cTAKES,6,1,0.166667
JIRA,jira,project,2022-09_to_2022-12,2022-09,2022-12,jBPM,26,4,0.153846
JIRA,jira,project,2022-09_to_2022-12,2022-09,2022-12,jboss.org,5,0,0.000000
JIRA,jira,project,2022-09_to_2022-12,2022-09,2022-12,jclouds (Retired) (Retired),3,1,0.333333
JIRA,jira,project,2022-09_to_2022-12,2022-09,2022-12,mod_cluster,5,2,0.400000
JIRA,jira,project,2022-09_to_2022-12,2022-09,2022-12,repository.jboss.org/nexus,37,1,0.027027
JIRA,jira,project,2023-01_to_2023-04,2023-01,2023-04,A,7,0,0.000000
JIRA,jira,project,2023-01_to_2023-04,2023-01,2023-04,AMQ Broker,253,24,0.094862
JIRA,jira,project,2023-01_to_2023-04,2023-01,2023-04,AMQ Clients,7,2,0.285714
JIRA,jira,project,2023-01_to_2023-04,2023-01,2023-04,AMQ Documentation,4,0,0.000000
JIRA,jira,project,2023-01_to_2023-04,2023-01,2023-04,AMQ Interconnect,1,1,1.000000
JIRA,jira,project,2023-01_to_2023-04,2023-01,2023-04,AMQ Streams,202,14,0.069307
JIRA,jira,project,2023-01_to_2023-04,2023-01,2023-04,ActiveMQ (Read,63,9,0.142857
JIRA,jira,project,2023-01_to_2023-04,2023-01,2023-04,ActiveMQ .Net,5,0,0.000000
JIRA,jira,project,2023-01_to_2023-04,2023-01,2023-04,ActiveObjects,3,1,0.333333
JIRA,jira,project,2023-01_to_2023-04,2023-01,2023-04,Activity Streams,3,0,0.000000
JIRA,jira,project,2023-01_to_2023-04,2023-01,2023-04,Admin Experience,78,5,0.064103
JIRA,jira,project,2023-01_to_2023-04,2023-01,2023-04,Agent,104,2,0.019231
JIRA,jira,project,2023-01_to_2023-04,2023-01,2023-04,Agroal,4,1,0.250000
JIRA,jira,project,2023-01_to_2023-04,2023-01,2023-04,Airavata,16,4,0.250000
JIRA,jira,project,2023-01_to_2023-04,2023-01,2023-04,Ambari,100,9,0.090000
JIRA,jira,project,2023-01_to_2023-04,2023-01,2023-04,Analytics,23,0,0.000000
JIRA,jira,project,2023-01_to_2023-04,2023-01,2023-04,Ansible Automation Platform RFEs,122,2,0.016393
JIRA,jira,project,2023-01_to_2023-04,2023-01,2023-04,Apache AGE,1,0,0.000000
JIRA,jira,project,2023-01_to_2023-04,2023-01,2023-04,Apache AsterixDB,74,7,0.094595
JIRA,jira,project,2023-01_to_2023-04,2023-01,2023-04,Apache Avro,52,12,0.230769
JIRA,jira,project,2023-01_to_2023-04,2023-01,2023-04,Apache Cassandra,360,118,0.327778
JIRA,jira,project,2023-01_to_2023-04,2023-01,2023-04,Apache Celeborn,384,16,0.041667
JIRA,jira,project,2023-01_to_2023-04,2023-01,2023-04,Apache Commons All,1,0,0.000000
JIRA,jira,project,2023-01_to_2023-04,2023-01,2023-04,Apache Curator,11,1,0.090909
JIRA,jira,project,2023-01_to_2023-04,2023-01,2023-04,Apache Drill,46,7,0.152174
JIRA,jira,project,2023-01_to_2023-04,2023-01,2023-04,Apache Dubbo,30,0,0.000000
JIRA,jira,project,2023-01_to_2023-04,2023-01,2023-04,Apache ECharts,1,0,0.000000
JIRA,jira,project,2023-01_to_2023-04,2023-01,2023-04,Apache Fineract,79,4,0.050633
JIRA,jira,project,2023-01_to_2023-04,2023-01,2023-04,Apache Freemarker,2,1,0.500000
JIRA,jira,project,2023-01_to_2023-04,2023-01,2023-04,Apache Gobblin,69,0,0.000000
JIRA,jira,project,2023-01_to_2023-04,2023-01,2023-04,Apache Gora (Retired),15,1,0.066667
JIRA,jira,project,2023-01_to_2023-04,2023-01,2023-04,Apache HAWQ (Retired),3,0,0.000000
JIRA,jira,project,2023-01_to_2023-04,2023-01,2023-04,Apache Hudi,669,28,0.041854
JIRA,jira,project,2023-01_to_2023-04,2023-01,2023-04,Apache IoTDB,512,39,0.076172
JIRA,jira,project,2023-01_to_2023-04,2023-01,2023-04,Apache Jena,3,1,0.333333
JIRA,jira,project,2023-01_to_2023-04,2023-01,2023-04,Apache Knox,48,4,0.083333
JIRA,jira,project,2023-01_to_2023-04,2023-01,2023-04,Apache MADlib,2,0,0.000000
JIRA,jira,project,2023-01_to_2023-04,2023-01,2023-04,Apache Maven Resource Bundles (Moved to GitHub Issues),9,0,0.000000
JIRA,jira,project,2023-01_to_2023-04,2023-01,2023-04,Apache NiFi,484,57,0.117769
JIRA,jira,project,2023-01_to_2023-04,2023-01,2023-04,Apache NiFi MiNiFi C++,91,4,0.043956
JIRA,jira,project,2023-01_to_2023-04,2023-01,2023-04,Apache Ozone,791,131,0.165613
JIRA,jira,project,2023-01_to_2023-04,2023-01,2023-04,Apache RAT,2,1,0.500000
JIRA,jira,project,2023-01_to_2023-04,2023-01,2023-04,Apache Roller,5,0,0.000000
JIRA,jira,project,2023-01_to_2023-04,2023-01,2023-04,Apache SCIMple,1,0,0.000000
JIRA,jira,project,2023-01_to_2023-04,2023-01,2023-04,Apache Science Data Analytics Platform,36,0,0.000000
JIRA,jira,project,2023-01_to_2023-04,2023-01,2023-04,Apache Sedona,51,5,0.098039
JIRA,jira,project,2023-01_to_2023-04,2023-01,2023-04,Apache ServiceComb,41,0,0.000000
JIRA,jira,project,2023-01_to_2023-04,2023-01,2023-04,Apache Storm,26,0,0.000000
JIRA,jira,project,2023-01_to_2023-04,2023-01,2023-04,Apache Submarine,20,2,0.100000
JIRA,jira,project,2023-01_to_2023-04,2023-01,2023-04,Apache Tez,28,9,0.321429
JIRA,jira,project,2023-01_to_2023-04,2023-01,2023-04,Apache Unomi,52,3,0.057692
JIRA,jira,project,2023-01_to_2023-04,2023-01,2023-04,Apache Wayang,1,0,0.000000
JIRA,jira,project,2023-01_to_2023-04,2023-01,2023-04,Apache YuniKorn,186,23,0.123656
JIRA,jira,project,2023-01_to_2023-04,2023-01,2023-04,AppFormer,2,1,0.500000
JIRA,jira,project,2023-01_to_2023-04,2023-01,2023-04,Application Links,1,0,0.000000
JIRA,jira,project,2023-01_to_2023-04,2023-01,2023-04,Archiva (Retired),1,0,0.000000
JIRA,jira,project,2023-01_to_2023-04,2023-01,2023-04,Aries,2,0,0.000000
JIRA,jira,project,2023-01_to_2023-04,2023-01,2023-04,Arquillian,1,0,0.000000
JIRA,jira,project,2023-01_to_2023-04,2023-01,2023-04,Artemis,144,24,0.166667
JIRA,jira,project,2023-01_to_2023-04,2023-01,2023-04,Atlas,32,5,0.156250
JIRA,jira,project,2023-01_to_2023-04,2023-01,2023-04,Atlas SQL,6,0,0.000000
JIRA,jira,project,2023-01_to_2023-04,2023-01,2023-04,Atlassian Cloud,45,3,0.066667
JIRA,jira,project,2023-01_to_2023-04,2023-01,2023-04,Atlassian Connect,2,0,0.000000
JIRA,jira,project,2023-01_to_2023-04,2023-01,2023-04,Atlassian Connect Express (Node.js),1,0,0.000000
JIRA,jira,project,2023-01_to_2023-04,2023-01,2023-04,Atlassian Connect JavaScript API,5,0,0.000000
JIRA,jira,project,2023-01_to_2023-04,2023-01,2023-04,Atlassian Connect Spring Boot,4,1,0.250000
JIRA,jira,project,2023-01_to_2023-04,2023-01,2023-04,Atlassian Connect in Jira Cloud,25,2,0.080000
JIRA,jira,project,2023-01_to_2023-04,2023-01,2023-04,Atlassian Ecosystem,7,0,0.000000
JIRA,jira,project,2023-01_to_2023-04,2023-01,2023-04,Atlassian Guard,50,2,0.040000
JIRA,jira,project,2023-01_to_2023-04,2023-01,2023-04,Atlassian Intelligence,21,1,0.047619
JIRA,jira,project,2023-01_to_2023-04,2023-01,2023-04,Atlassian Internationalization,44,0,0.000000
JIRA,jira,project,2023-01_to_2023-04,2023-01,2023-04,Atlassian Marketplace,11,0,0.000000
JIRA,jira,project,2023-01_to_2023-04,2023-01,2023-04,Atlassian Maven Plugin Suite,6,1,0.166667
JIRA,jira,project,2023-01_to_2023-04,2023-01,2023-04,Atlassian Plugins,2,0,0.000000
JIRA,jira,project,2023-01_to_2023-04,2023-01,2023-04,Atlassian Product Integrations,21,2,0.095238
JIRA,jira,project,2023-01_to_2023-04,2023-01,2023-04,Atlassian REST,11,0,0.000000
JIRA,jira,project,2023-01_to_2023-04,2023-01,2023-04,Atlassian Troubleshooting & Support Tools Plugin,5,1,0.200000
JIRA,jira,project,2023-01_to_2023-04,2023-01,2023-04,Atlassian User Interface,8,0,0.000000
JIRA,jira,project,2023-01_to_2023-04,2023-01,2023-04,Atlassian WebHooks Plugin,7,0,0.000000
JIRA,jira,project,2023-01_to_2023-04,2023-01,2023-04,Attic,1,0,0.000000
